food_item,weather,day_time,price
Mixed Vegetables,Cloudy,Dinner,124
Butter Naan,Cloudy,Dinner,43
Garlic Naan,Cloudy,Dinner,63
Chapati,Cloudy,Dinner,32
Grilled Chicken,Cloudy,Dinner,251
Tandoori Chicken,Cloudy,Dinner,278
Chicken Wings,Cloudy,Dinner,237
BBQ Platter,Cloudy,Dinner,430
Steak,Cloudy,Dinner,391
Soup,Cloudy,Dinner,109
Tomato Soup,Cloudy,Lunch,119
Chicken Corn Soup,Cloudy,Dinner,140
Hot & Sour Soup,Cloudy,Dinner,131
Cold Coffee,Cloudy,Lunch,122
Coffee,Cloudy,Breakfast,68
Cappuccino,Cloudy,Breakfast,112
Latte,Cloudy,Breakfast,128
Espresso,Cloudy,Breakfast,103
Tea,Cloudy,Breakfast,36
Milk Tea,Cloudy,Breakfast,48
Green Tea,Cloudy,Dinner,66
Hot Chocolate,Cloudy,Breakfast,133
Lemonade,Cloudy,Lunch,91
Orange Juice,Cloudy,Breakfast,98
Mango Juice,Cloudy,Lunch,108
Apple Juice,Cloudy,Lunch,113
Watermelon Juice,Cloudy,Lunch,96
Milkshake,Cloudy,Dinner,154
Chocolate Milkshake,Cloudy,Dinner,167
Vanilla Milkshake,Cloudy,Dinner,161
Faluda,Cloudy,Dinner,157
Ice Cream,Cloudy,Dinner,102
Brownie,Cloudy,Dinner,127
Cheesecake,Cloudy,Dinner,191
Chocolate Cake,Cloudy,Dinner,166
Red Velvet Cake,Cloudy,Dinner,189
Donut,Cloudy,Breakfast,72
Muffin,Cloudy,Breakfast,75
Paratha & Egg,Cold,Breakfast,92
French Toast,Cold,Breakfast,121
Pancakes,Cold,Breakfast,146
Waffles,Cold,Breakfast,153
Omelette,Cold,Breakfast,103
Scrambled Eggs,Cold,Breakfast,98
Boiled Egg Set,Cold,Breakfast,84
Porridge,Cold,Breakfast,92
Fruit Bowl,Cold,Breakfast,133
Yogurt Parfait,Cold,Breakfast,134
Toast & Jam,Cold,Lunch,73
Butter Toast,Cold,Breakfast,61
Croissant,Cold,Breakfast,97
Breakfast Burrito,Cold,Breakfast,175
Hash Browns,Cold,Breakfast,85
Samosa,Cold,Breakfast,35
Singara,Cold,Breakfast,24
Vegetable Roll,Cold,Lunch,52
Chicken Sandwich,Cold,Lunch,159
Club Sandwich,Cold,Lunch,163
Grilled Cheese Sandwich,Cold,Dinner,145
Chicken Burger,Cold,Breakfast,155
Beef Burger,Cold,Lunch,196
Veg Burger,Cold,Lunch,144
Chicken Shawarma,Cold,Lunch,172
Beef Shawarma,Cold,Lunch,191
Chicken Wrap,Cold,Lunch,166
Caesar Salad,Cold,Lunch,186
Greek Salad,Cold,Lunch,190
Chicken Caesar Salad,Cold,Lunch,220
Fried Rice,Cold,Lunch,199
Chicken Fried Rice,Cold,Lunch,222
Egg Fried Rice,Cold,Lunch,188
Vegetable Fried Rice,Cold,Lunch,172
Noodles,Cold,Lunch,175
Chicken Noodles,Cold,Lunch,210
Vegetable Noodles,Cold,Lunch,163
Pasta Alfredo,Cold,Lunch,233
Spicy Pasta,Cold,Lunch,227
Mac & Cheese,Cold,Lunch,216
Chicken Pizza,Cold,Dinner,273
Beef Pizza,Cold,Dinner,310
Veg Pizza,Cold,Dinner,249
Margherita Pizza,Cold,Dinner,260
BBQ Chicken Pizza,Cold,Dinner,314
Beef Biryani,Cold,Breakfast,226
Chicken Biryani,Cold,Dinner,225
Kacchi Biryani,Cold,Dinner,293
Tehari,Cold,Dinner,187
Khichuri,Cold,Dinner,177
Mutton Curry,Cold,Dinner,285
Chicken Curry,Cold,Dinner,208
Beef Curry,Cold,Dinner,230
Fish Curry,Cold,Dinner,202
Dal,Cold,Dinner,109
Mixed Vegetables,Cold,Dinner,126
Butter Naan,Cold,Dinner,57
Garlic Naan,Cold,Dinner,68
Chapati,Cold,Dinner,34
Grilled Chicken,Cold,Dinner,254
Tandoori Chicken,Cold,Dinner,273
Chicken Wings,Cold,Dinner,242
BBQ Platter,Cold,Dinner,443
Steak,Cold,Dinner,394
Soup,Cold,Dinner,130
Tomato Soup,Cold,Dinner,129
Chicken Corn Soup,Cold,Dinner,158
Hot & Sour Soup,Cold,Dinner,151
Cold Coffee,Cold,Lunch,140
Coffee,Cold,Breakfast,79
Cappuccino,Cold,Breakfast,129
Latte,Cold,Breakfast,135
Espresso,Cold,Breakfast,107
Tea,Cold,Breakfast,61
Milk Tea,Cold,Lunch,80
Green Tea,Cold,Breakfast,80
Hot Chocolate,Cold,Breakfast,142
Lemonade,Cold,Lunch,90
Orange Juice,Cold,Breakfast,99
Mango Juice,Cold,Dinner,121
Apple Juice,Cold,Lunch,113
Watermelon Juice,Cold,Lunch,105
Milkshake,Cold,Dinner,157
Chocolate Milkshake,Cold,Dinner,166
Vanilla Milkshake,Cold,Dinner,164
Faluda,Cold,Lunch,158
Ice Cream,Cold,Dinner,105
Brownie,Cold,Dinner,138
Cheesecake,Cold,Dinner,202
Chocolate Cake,Cold,Dinner,183
Red Velvet Cake,Cold,Dinner,195
Donut,Cold,Breakfast,70
Muffin,Cold,Breakfast,78
Paratha & Egg,Hot,Breakfast,82
French Toast,Hot,Breakfast,100
Pancakes,Hot,Breakfast,142
Waffles,Hot,Breakfast,141
Omelette,Hot,Breakfast,85
Scrambled Eggs,Hot,Breakfast,86
Boiled Egg Set,Hot,Breakfast,60
Porridge,Hot,Breakfast,77
Fruit Bowl,Hot,Breakfast,129
Yogurt Parfait,Hot,Breakfast,135
Toast & Jam,Hot,Breakfast,52
Butter Toast,Hot,Breakfast,46
Croissant,Hot,Breakfast,90
Breakfast Burrito,Hot,Breakfast,161
Hash Browns,Hot,Breakfast,76
Samosa,Hot,Breakfast,15
Singara,Hot,Breakfast,21
Vegetable Roll,Hot,Breakfast,35
Chicken Sandwich,Hot,Lunch,146
Club Sandwich,Hot,Lunch,159
Grilled Cheese Sandwich,Hot,Lunch,115
Chicken Burger,Hot,Lunch,149
Beef Burger,Hot,Lunch,179
Veg Burger,Hot,Lunch,128
Chicken Shawarma,Hot,Lunch,155
Beef Shawarma,Hot,Lunch,182
Chicken Wrap,Hot,Lunch,150
Caesar Salad,Hot,Lunch,177
Greek Salad,Hot,Lunch,181
Chicken Caesar Salad,Hot,Lunch,209
Fried Rice,Hot,Lunch,182
Chicken Fried Rice,Hot,Lunch,210
Egg Fried Rice,Hot,Lunch,170
Vegetable Fried Rice,Hot,Lunch,160
Noodles,Hot,Lunch,156
Chicken Noodles,Hot,Lunch,186
Vegetable Noodles,Hot,Lunch,150
Pasta Alfredo,Hot,Lunch,222
Spicy Pasta,Hot,Lunch,205
Mac & Cheese,Hot,Lunch,206
Chicken Pizza,Hot,Dinner,272
Beef Pizza,Hot,Dinner,301
Veg Pizza,Hot,Dinner,237
Margherita Pizza,Hot,Dinner,244
BBQ Chicken Pizza,Hot,Dinner,301
Beef Biryani,Hot,Dinner,226
Chicken Biryani,Hot,Dinner,203
Kacchi Biryani,Hot,Dinner,287
Tehari,Hot,Dinner,175
Khichuri,Hot,Dinner,148
Mutton Curry,Hot,Dinner,264
Chicken Curry,Hot,Dinner,190
Beef Curry,Hot,Dinner,211
Fish Curry,Hot,Dinner,186
Dal,Hot,Breakfast,84
Mixed Vegetables,Hot,Dinner,119
Butter Naan,Hot,Dinner,46
Garlic Naan,Hot,Dinner,46
Chapati,Hot,Dinner,25
Grilled Chicken,Hot,Dinner,244
Tandoori Chicken,Hot,Dinner,268
Chicken Wings,Hot,Dinner,220
BBQ Platter,Hot,Dinner,420
Steak,Hot,Dinner,380
Soup,Hot,Dinner,101
Tomato Soup,Hot,Dinner,118
Chicken Corn Soup,Hot,Dinner,134
Hot & Sour Soup,Hot,Dinner,137
Cold Coffee,Hot,Lunch,134
Coffee,Hot,Lunch,75
Cappuccino,Hot,Breakfast,112
Latte,Hot,Breakfast,120
Espresso,Hot,Breakfast,91
Tea,Hot,Breakfast,40
Milk Tea,Hot,Lunch,56
Green Tea,Hot,Breakfast,62
Hot Chocolate,Hot,Breakfast,130
Lemonade,Hot,Lunch,90
Orange Juice,Hot,Breakfast,96
Mango Juice,Hot,Lunch,119
Apple Juice,Hot,Lunch,111
Watermelon Juice,Hot,Lunch,96
Milkshake,Hot,Dinner,146
Chocolate Milkshake,Hot,Dinner,161
Vanilla Milkshake,Hot,Dinner,163
Faluda,Hot,Dinner,160
Ice Cream,Hot,Dinner,102
Brownie,Hot,Dinner,127
Cheesecake,Hot,Dinner,189
Chocolate Cake,Hot,Dinner,163
Red Velvet Cake,Hot,Dinner,179
Donut,Hot,Breakfast,62
Muffin,Hot,Breakfast,72
Paratha & Egg,Sunny,Breakfast,75
French Toast,Sunny,Breakfast,109
Pancakes,Sunny,Breakfast,141
Waffles,Sunny,Breakfast,147
Omelette,Sunny,Breakfast,86
Scrambled Eggs,Sunny,Breakfast,90
Boiled Egg Set,Sunny,Breakfast,75
Porridge,Sunny,Breakfast,90
Fruit Bowl,Sunny,Breakfast,118
Yogurt Parfait,Sunny,Dinner,143
Toast & Jam,Sunny,Breakfast,66
Butter Toast,Sunny,Breakfast,52
Croissant,Sunny,Breakfast,84
Breakfast Burrito,Sunny,Breakfast,155
Hash Browns,Sunny,Breakfast,75
Samosa,Sunny,Breakfast,24
Singara,Sunny,Breakfast,22
Vegetable Roll,Sunny,Breakfast,37
Chicken Sandwich,Sunny,Lunch,155
Club Sandwich,Sunny,Lunch,159
Grilled Cheese Sandwich,Sunny,Lunch,121
Chicken Burger,Sunny,Breakfast,146
Beef Burger,Sunny,Lunch,182
Veg Burger,Sunny,Lunch,133
Chicken Shawarma,Sunny,Lunch,165
Beef Shawarma,Sunny,Lunch,176
Chicken Wrap,Sunny,Lunch,149
Caesar Salad,Sunny,Lunch,175
Greek Salad,Sunny,Lunch,188
Chicken Caesar Salad,Sunny,Lunch,215
Fried Rice,Sunny,Lunch,179
Chicken Fried Rice,Sunny,Lunch,220
Egg Fried Rice,Sunny,Lunch,177
Vegetable Fried Rice,Sunny,Lunch,164
Noodles,Sunny,Lunch,166
Chicken Noodles,Sunny,Lunch,201
Vegetable Noodles,Sunny,Lunch,151
Pasta Alfredo,Sunny,Lunch,227
Spicy Pasta,Sunny,Lunch,211
Mac & Cheese,Sunny,Lunch,207
Chicken Pizza,Sunny,Dinner,267
Beef Pizza,Sunny,Dinner,306
Veg Pizza,Sunny,Dinner,242
Margherita Pizza,Sunny,Dinner,252
BBQ Chicken Pizza,Sunny,Dinner,310
Beef Biryani,Sunny,Dinner,235
Chicken Biryani,Sunny,Dinner,215
Kacchi Biryani,Sunny,Dinner,291
Tehari,Sunny,Dinner,177
Khichuri,Sunny,Dinner,155
Mutton Curry,Sunny,Dinner,273
Chicken Curry,Sunny,Dinner,201
Beef Curry,Sunny,Dinner,223
Fish Curry,Sunny,Dinner,193
Dal,Sunny,Dinner,95
Mixed Vegetables,Sunny,Dinner,124
Butter Naan,Sunny,Dinner,45
Garlic Naan,Sunny,Dinner,56
Chapati,Sunny,Dinner,27
Grilled Chicken,Sunny,Dinner,251
Tandoori Chicken,Sunny,Dinner,274
Chicken Wings,Sunny,Dinner,235
BBQ Platter,Sunny,Dinner,430
Steak,Sunny,Dinner,389
Soup,Sunny,Dinner,106
Tomato Soup,Sunny,Dinner,123
Chicken Corn Soup,Sunny,Dinner,138
Hot & Sour Soup,Sunny,Dinner,140
Cold Coffee,Sunny,Lunch,125
Coffee,Sunny,Breakfast,75
Cappuccino,Sunny,Breakfast,108
Latte,Sunny,Breakfast,116
Espresso,Sunny,Breakfast,90
Tea,Sunny,Breakfast,41
Milk Tea,Sunny,Breakfast,48
Green Tea,Sunny,Breakfast,60
Hot Chocolate,Sunny,Breakfast,125
Lemonade,Sunny,Lunch,83
Orange Juice,Sunny,Breakfast,96
Mango Juice,Sunny,Lunch,116
Apple Juice,Sunny,Lunch,100
Watermelon Juice,Sunny,Lunch,96
Milkshake,Sunny,Dinner,144
Chocolate Milkshake,Sunny,Dinner,154
Vanilla Milkshake,Sunny,Dinner,161
Faluda,Sunny,Dinner,163
Ice Cream,Sunny,Dinner,94
Brownie,Sunny,Dinner,125
Cheesecake,Sunny,Dinner,196
Chocolate Cake,Sunny,Dinner,165
Red Velvet Cake,Sunny,Dinner,187
Donut,Sunny,Breakfast,61
Muffin,Sunny,Breakfast,77
Paratha & Egg,Rainy,Breakfast,91
French Toast,Rainy,Breakfast,120
Pancakes,Rainy,Breakfast,142
Waffles,Rainy,Breakfast,158
Omelette,Rainy,Breakfast,98
Scrambled Eggs,Rainy,Breakfast,99
Boiled Egg Set,Rainy,Breakfast,82
Porridge,Rainy,Breakfast,93
Fruit Bowl,Rainy,Breakfast,132
Yogurt Parfait,Rainy,Breakfast,136
Toast & Jam,Rainy,Breakfast,66
Butter Toast,Rainy,Breakfast,59
Croissant,Rainy,Breakfast,95
Breakfast Burrito,Rainy,Breakfast,162
Hash Browns,Rainy,Breakfast,87
Samosa,Rainy,Lunch,51
Singara,Rainy,Breakfast,30
Vegetable Roll,Rainy,Breakfast,47
Chicken Sandwich,Rainy,Lunch,162
Club Sandwich,Rainy,Lunch,167
Grilled Cheese Sandwich,Rainy,Lunch,127
Chicken Burger,Rainy,Lunch,164
Beef Burger,Rainy,Lunch,194
Veg Burger,Rainy,Lunch,144
Chicken Shawarma,Rainy,Lunch,169
Beef Shawarma,Rainy,Lunch,192
Chicken Wrap,Rainy,Lunch,155
Caesar Salad,Rainy,Lunch,180
Greek Salad,Rainy,Lunch,191
Chicken Caesar Salad,Rainy,Lunch,215
Fried Rice,Rainy,Lunch,190
Chicken Fried Rice,Rainy,Lunch,217
Egg Fried Rice,Rainy,Lunch,187
Vegetable Fried Rice,Rainy,Lunch,168
Noodles,Rainy,Lunch,170
Chicken Noodles,Rainy,Lunch,206
Vegetable Noodles,Rainy,Lunch,155
Pasta Alfredo,Rainy,Lunch,226
Spicy Pasta,Rainy,Lunch,221
Mac & Cheese,Rainy,Lunch,212
Chicken Pizza,Rainy,Dinner,275
Beef Pizza,Rainy,Breakfast,291
Veg Pizza,Rainy,Dinner,249
Margherita Pizza,Rainy,Dinner,259
BBQ Chicken Pizza,Rainy,Dinner,320
Beef Biryani,Rainy,Dinner,242
Chicken Biryani,Rainy,Dinner,216
Kacchi Biryani,Rainy,Dinner,299
Tehari,Rainy,Dinner,192
Khichuri,Rainy,Dinner,165
Mutton Curry,Rainy,Dinner,282
Chicken Curry,Rainy,Dinner,200
Beef Curry,Rainy,Dinner,221
Fish Curry,Rainy,Dinner,196
Dal,Rainy,Dinner,100
Mixed Vegetables,Rainy,Dinner,132
Butter Naan,Rainy,Dinner,57
Garlic Naan,Rainy,Dinner,58
Chapati,Rainy,Dinner,31
Grilled Chicken,Rainy,Dinner,260
Tandoori Chicken,Rainy,Dinner,282
Chicken Wings,Rainy,Dinner,234
BBQ Platter,Rainy,Dinner,442
Steak,Rainy,Dinner,400
Soup,Rainy,Breakfast,110
Tomato Soup,Rainy,Dinner,130
Chicken Corn Soup,Rainy,Dinner,153
Hot & Sour Soup,Rainy,Dinner,142
Cold Coffee,Rainy,Lunch,135
Coffee,Rainy,Breakfast,72
Cappuccino,Rainy,Breakfast,118
Latte,Rainy,Breakfast,120
Espresso,Rainy,Breakfast,98
Tea,Rainy,Breakfast,47
Milk Tea,Rainy,Breakfast,65
Green Tea,Rainy,Breakfast,71
Hot Chocolate,Rainy,Breakfast,133
Lemonade,Rainy,Lunch,88
Orange Juice,Rainy,Breakfast,95
Mango Juice,Rainy,Lunch,114
Apple Juice,Rainy,Lunch,114
Watermelon Juice,Rainy,Lunch,103
Milkshake,Rainy,Dinner,151
Chocolate Milkshake,Rainy,Dinner,169
Vanilla Milkshake,Rainy,Dinner,157
Faluda,Rainy,Dinner,161
Ice Cream,Rainy,Dinner,105
Brownie,Rainy,Dinner,139
Cheesecake,Rainy,Dinner,196
Chocolate Cake,Rainy,Dinner,178
Red Velvet Cake,Rainy,Dinner,194
Donut,Rainy,Breakfast,69
Muffin,Rainy,Breakfast,78
Paratha & Egg,Cloudy,Breakfast,86
French Toast,Cloudy,Breakfast,110
Pancakes,Cloudy,Breakfast,137
Waffles,Cloudy,Breakfast,152
Omelette,Cloudy,Breakfast,95
Scrambled Eggs,Cloudy,Breakfast,96
Boiled Egg Set,Cloudy,Breakfast,66
Porridge,Cloudy,Breakfast,83
Fruit Bowl,Cloudy,Breakfast,117
Yogurt Parfait,Cloudy,Breakfast,128
Toast & Jam,Cloudy,Breakfast,62
Butter Toast,Cloudy,Breakfast,51
Croissant,Cloudy,Breakfast,93
Breakfast Burrito,Cloudy,Breakfast,161
Hash Browns,Cloudy,Breakfast,79
Samosa,Cloudy,Breakfast,25
Singara,Cloudy,Breakfast,20
Vegetable Roll,Cloudy,Breakfast,43
Chicken Sandwich,Cloudy,Lunch,152
Club Sandwich,Cloudy,Lunch,168
Grilled Cheese Sandwich,Cloudy,Lunch,130
Chicken Burger,Cloudy,Lunch,161
Beef Burger,Cloudy,Lunch,185
Veg Burger,Cloudy,Lunch,139
Chicken Shawarma,Cloudy,Lunch,171
Beef Shawarma,Cloudy,Lunch,184
Chicken Wrap,Cloudy,Lunch,154
Caesar Salad,Cloudy,Lunch,182
Greek Salad,Cloudy,Lunch,192
Chicken Caesar Salad,Cloudy,Lunch,218
Fried Rice,Cloudy,Lunch,185
Chicken Fried Rice,Cloudy,Lunch,216
Egg Fried Rice,Cloudy,Lunch,179
Vegetable Fried Rice,Cloudy,Lunch,161
Noodles,Cloudy,Lunch,164
Chicken Noodles,Cloudy,Lunch,193
Vegetable Noodles,Cloudy,Lunch,155
Pasta Alfredo,Cloudy,Dinner,233
Spicy Pasta,Cloudy,Lunch,211
Mac & Cheese,Cloudy,Lunch,203
Chicken Pizza,Cloudy,Dinner,266
Beef Pizza,Cloudy,Dinner,303
Veg Pizza,Cloudy,Dinner,240
Margherita Pizza,Cloudy,Dinner,248
BBQ Chicken Pizza,Cloudy,Dinner,313
Beef Biryani,Cloudy,Dinner,234
Chicken Biryani,Cloudy,Dinner,207
Kacchi Biryani,Cloudy,Dinner,293
Tehari,Cloudy,Dinner,184
Khichuri,Cloudy,Dinner,154
Mutton Curry,Cloudy,Dinner,268
Chicken Curry,Cloudy,Dinner,201
Beef Curry,Cloudy,Dinner,216
Fish Curry,Cloudy,Dinner,199
Dal,Cloudy,Dinner,100
Mixed Vegetables,Cloudy,Dinner,128
Butter Naan,Cloudy,Dinner,43
Garlic Naan,Cloudy,Dinner,63
Chapati,Cloudy,Dinner,35
Grilled Chicken,Cloudy,Dinner,251
Tandoori Chicken,Cloudy,Dinner,274
Chicken Wings,Cloudy,Dinner,233
BBQ Platter,Cloudy,Dinner,435
Steak,Cloudy,Dinner,393
Soup,Cloudy,Dinner,112
Tomato Soup,Cloudy,Dinner,125
Chicken Corn Soup,Cloudy,Dinner,138
Hot & Sour Soup,Cloudy,Dinner,143
Cold Coffee,Cloudy,Lunch,123
Coffee,Cloudy,Breakfast,68
Cappuccino,Cloudy,Breakfast,117
Latte,Cloudy,Breakfast,121
Espresso,Cloudy,Breakfast,103
Tea,Cloudy,Breakfast,43
Milk Tea,Cloudy,Breakfast,48
Green Tea,Cloudy,Breakfast,59
Hot Chocolate,Cloudy,Breakfast,135
Lemonade,Cloudy,Lunch,88
Orange Juice,Cloudy,Lunch,98
Mango Juice,Cloudy,Lunch,112
Apple Juice,Cloudy,Lunch,108
Watermelon Juice,Cloudy,Lunch,95
Milkshake,Cloudy,Dinner,148
Chocolate Milkshake,Cloudy,Dinner,167
Vanilla Milkshake,Cloudy,Dinner,161
Faluda,Cloudy,Dinner,168
Ice Cream,Cloudy,Dinner,108
Brownie,Cloudy,Dinner,132
Cheesecake,Cloudy,Dinner,192
Chocolate Cake,Cloudy,Dinner,178
Red Velvet Cake,Cloudy,Dinner,193
Donut,Cloudy,Breakfast,71
Muffin,Cloudy,Breakfast,72
Paratha & Egg,Cold,Dinner,104
French Toast,Cold,Breakfast,123
Pancakes,Cold,Breakfast,155
Waffles,Cold,Breakfast,157
Omelette,Cold,Breakfast,93
Scrambled Eggs,Cold,Breakfast,107
Boiled Egg Set,Cold,Breakfast,75
Porridge,Cold,Breakfast,95
Fruit Bowl,Cold,Breakfast,124
Yogurt Parfait,Cold,Breakfast,133
Toast & Jam,Cold,Breakfast,65
Butter Toast,Cold,Breakfast,60
Croissant,Cold,Breakfast,99
Breakfast Burrito,Cold,Breakfast,171
Hash Browns,Cold,Lunch,87
Samosa,Cold,Breakfast,30
Singara,Cold,Breakfast,25
Vegetable Roll,Cold,Breakfast,41
Chicken Sandwich,Cold,Lunch,157
Club Sandwich,Cold,Lunch,168
Grilled Cheese Sandwich,Cold,Dinner,137
Chicken Burger,Cold,Dinner,164
Beef Burger,Cold,Lunch,195
Veg Burger,Cold,Lunch,141
Chicken Shawarma,Cold,Lunch,175
Beef Shawarma,Cold,Lunch,195
Chicken Wrap,Cold,Lunch,158
Caesar Salad,Cold,Lunch,188
Greek Salad,Cold,Lunch,191
Chicken Caesar Salad,Cold,Lunch,224
Fried Rice,Cold,Lunch,193
Chicken Fried Rice,Cold,Lunch,230
Egg Fried Rice,Cold,Lunch,182
Vegetable Fried Rice,Cold,Lunch,168
Noodles,Cold,Lunch,170
Chicken Noodles,Cold,Lunch,204
Vegetable Noodles,Cold,Lunch,160
Pasta Alfredo,Cold,Lunch,240
Spicy Pasta,Cold,Lunch,225
Mac & Cheese,Cold,Lunch,210
Chicken Pizza,Cold,Dinner,285
Beef Pizza,Cold,Dinner,312
Veg Pizza,Cold,Dinner,244
Margherita Pizza,Cold,Dinner,254
BBQ Chicken Pizza,Cold,Dinner,313
Beef Biryani,Cold,Dinner,239
Chicken Biryani,Cold,Dinner,223
Kacchi Biryani,Cold,Dinner,303
Tehari,Cold,Dinner,189
Khichuri,Cold,Dinner,174
Mutton Curry,Cold,Dinner,273
Chicken Curry,Cold,Dinner,208
Beef Curry,Cold,Dinner,228
Fish Curry,Cold,Dinner,205
Dal,Cold,Dinner,114
Mixed Vegetables,Cold,Dinner,123
Butter Naan,Cold,Dinner,52
Garlic Naan,Cold,Dinner,60
Chapati,Cold,Dinner,39
Grilled Chicken,Cold,Dinner,257
Tandoori Chicken,Cold,Dinner,280
Chicken Wings,Cold,Dinner,233
BBQ Platter,Cold,Dinner,442
Steak,Cold,Dinner,397
Soup,Cold,Dinner,123
Tomato Soup,Cold,Dinner,129
Chicken Corn Soup,Cold,Dinner,161
Hot & Sour Soup,Cold,Dinner,148
Cold Coffee,Cold,Lunch,129
Coffee,Cold,Breakfast,84
Cappuccino,Cold,Breakfast,129
Latte,Cold,Breakfast,130
Espresso,Cold,Breakfast,108
Tea,Cold,Breakfast,59
Milk Tea,Cold,Breakfast,70
Green Tea,Cold,Breakfast,80
Hot Chocolate,Cold,Breakfast,147
Lemonade,Cold,Lunch,89
Orange Juice,Cold,Breakfast,99
Mango Juice,Cold,Lunch,114
Apple Juice,Cold,Lunch,116
Watermelon Juice,Cold,Lunch,102
Milkshake,Cold,Dinner,162
Chocolate Milkshake,Cold,Dinner,170
Vanilla Milkshake,Cold,Dinner,162
Faluda,Cold,Dinner,167
Ice Cream,Cold,Dinner,113
Brownie,Cold,Dinner,133
Cheesecake,Cold,Dinner,196
Chocolate Cake,Cold,Dinner,181
Red Velvet Cake,Cold,Dinner,188
Donut,Cold,Breakfast,70
Muffin,Cold,Breakfast,86
Paratha & Egg,Hot,Breakfast,70
French Toast,Hot,Breakfast,109
Pancakes,Hot,Breakfast,130
Waffles,Hot,Breakfast,148
Omelette,Hot,Dinner,92
Scrambled Eggs,Hot,Breakfast,90
Boiled Egg Set,Hot,Breakfast,71
Porridge,Hot,Breakfast,80
Fruit Bowl,Hot,Breakfast,128
Yogurt Parfait,Hot,Breakfast,138
Toast & Jam,Hot,Dinner,62
Butter Toast,Hot,Breakfast,52
Croissant,Hot,Breakfast,86
Breakfast Burrito,Hot,Breakfast,162
Hash Browns,Hot,Breakfast,65
Samosa,Hot,Lunch,30
Singara,Hot,Breakfast,19
Vegetable Roll,Hot,Breakfast,31
Chicken Sandwich,Hot,Lunch,141
Club Sandwich,Hot,Lunch,153
Grilled Cheese Sandwich,Hot,Lunch,117
Chicken Burger,Hot,Lunch,152
Beef Burger,Hot,Lunch,186
Veg Burger,Hot,Lunch,135
Chicken Shawarma,Hot,Lunch,158
Beef Shawarma,Hot,Lunch,182
Chicken Wrap,Hot,Lunch,147
Caesar Salad,Hot,Lunch,170
Greek Salad,Hot,Lunch,186
Chicken Caesar Salad,Hot,Lunch,205
Fried Rice,Hot,Lunch,181
Chicken Fried Rice,Hot,Lunch,209
Egg Fried Rice,Hot,Lunch,171
Vegetable Fried Rice,Hot,Lunch,155
Noodles,Hot,Lunch,161
Chicken Noodles,Hot,Lunch,186
Vegetable Noodles,Hot,Lunch,157
Pasta Alfredo,Hot,Lunch,221
Spicy Pasta,Hot,Lunch,211
Mac & Cheese,Hot,Lunch,197
Chicken Pizza,Hot,Dinner,267
Beef Pizza,Hot,Dinner,296
Veg Pizza,Hot,Dinner,237
Margherita Pizza,Hot,Dinner,245
BBQ Chicken Pizza,Hot,Dinner,301
Beef Biryani,Hot,Dinner,231
Chicken Biryani,Hot,Dinner,204
Kacchi Biryani,Hot,Dinner,292
Tehari,Hot,Dinner,182
Khichuri,Hot,Dinner,157
Mutton Curry,Hot,Dinner,267
Chicken Curry,Hot,Breakfast,185
Beef Curry,Hot,Dinner,214
Fish Curry,Hot,Dinner,192
Dal,Hot,Dinner,93
Mixed Vegetables,Hot,Dinner,118
Butter Naan,Hot,Dinner,46
Garlic Naan,Hot,Dinner,46
Chapati,Hot,Dinner,26
Grilled Chicken,Hot,Dinner,246
Tandoori Chicken,Hot,Dinner,264
Chicken Wings,Hot,Dinner,227
BBQ Platter,Hot,Dinner,422
Steak,Hot,Dinner,390
Soup,Hot,Dinner,105
Tomato Soup,Hot,Dinner,120
Chicken Corn Soup,Hot,Dinner,139
Hot & Sour Soup,Hot,Dinner,134
Cold Coffee,Hot,Lunch,123
Coffee,Hot,Breakfast,72
Cappuccino,Hot,Breakfast,109
Latte,Hot,Breakfast,116
Espresso,Hot,Breakfast,97
Tea,Hot,Breakfast,38
Milk Tea,Hot,Breakfast,46
Green Tea,Hot,Dinner,63
Hot Chocolate,Hot,Breakfast,131
Lemonade,Hot,Lunch,85
Orange Juice,Hot,Breakfast,105
Mango Juice,Hot,Lunch,115
Apple Juice,Hot,Lunch,106
Watermelon Juice,Hot,Lunch,92
Milkshake,Hot,Dinner,150
Chocolate Milkshake,Hot,Dinner,168
Vanilla Milkshake,Hot,Dinner,165
Faluda,Hot,Breakfast,154
Ice Cream,Hot,Dinner,100
Brownie,Hot,Dinner,125
Cheesecake,Hot,Dinner,190
Chocolate Cake,Hot,Dinner,163
Red Velvet Cake,Hot,Dinner,175
Donut,Hot,Breakfast,61
Muffin,Hot,Breakfast,70
Paratha & Egg,Sunny,Lunch,83
French Toast,Sunny,Breakfast,115
Pancakes,Sunny,Breakfast,144
Waffles,Sunny,Breakfast,146
Omelette,Sunny,Breakfast,93
Scrambled Eggs,Sunny,Dinner,105
Boiled Egg Set,Sunny,Breakfast,69
Porridge,Sunny,Breakfast,84
Fruit Bowl,Sunny,Breakfast,124
Yogurt Parfait,Sunny,Breakfast,124
Toast & Jam,Sunny,Dinner,73
Butter Toast,Sunny,Breakfast,52
Croissant,Sunny,Breakfast,84
Breakfast Burrito,Sunny,Breakfast,161
Hash Browns,Sunny,Breakfast,75
Samosa,Sunny,Breakfast,23
Singara,Sunny,Breakfast,15
Vegetable Roll,Sunny,Breakfast,37
Chicken Sandwich,Sunny,Lunch,144
Club Sandwich,Sunny,Lunch,158
